slug,kind,without,with_role,allowance,note
c-5728,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,家電製品エンジニア(AV情報家電)として専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-5727,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,家電製品エンジニア(生活家電)として専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-5719,名称独占（技能検定）,特級プリント配線板製造技能士を名乗れない。,国家検定に合格した特級プリント配線板製造技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-5715,名称独占（技能検定）,特級半導体製品製造技能士を名乗れない。,国家検定に合格した特級半導体製品製造技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-5712,名称独占（技能検定）,特級自動販売機調整技能士を名乗れない。,国家検定に合格した特級自動販売機調整技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-5704,名称独占（技能検定）,特級電子機器組立て技能士を名乗れない。,国家検定に合格した特級電子機器組立て技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-5701,名称独占（技能検定）,特級電気機器組立て技能士を名乗れない。,国家検定に合格した特級電気機器組立て技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-5718,名称独占（技能検定）,電子回路接続技能士を名乗れない。,国家検定に合格した電子回路接続技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-2406,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,ビジネス実務法務検定として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-2401,国家資格,この資格がないと、司法試験としての専門性を公的に示しにくい。,司法試験として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-3107,名称独占（技能検定）,1級キャリアコンサルティング技能士を名乗れない。,国家検定に合格した1級キャリアコンサルティング技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-3108,名称独占（技能検定）,2級キャリアコンサルティング技能士を名乗れない。,国家検定に合格した2級キャリアコンサルティング技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-3111,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,シニア産業カウンセラーとして専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-3110,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,産業カウンセラーとして専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-9063,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,終活カウンセラーとして専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-9051,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,認定心理士として専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-9053,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,サービス介助士として専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-2310,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,福祉住環境コーディネーター検定として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-4331,名称独占（技能検定）,1級ピアノ調律技能士を名乗れない。,国家検定に合格した1級ピアノ調律技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-4336,名称独占（技能検定）,1級ブライダルコーディネート技能士を名乗れない。,国家検定に合格した1級ブライダルコーディネート技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-4328,名称独占（技能検定）,1級レストランサービス技能士を名乗れない。,国家検定に合格した1級レストランサービス技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-4334,名称独占（技能検定）,1級着付け技能士を名乗れない。,国家検定に合格した1級着付け技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-4309,名称独占（技能検定）,1級舞台機構調整技能士を名乗れない。,国家検定に合格した1級舞台機構調整技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-4332,名称独占（技能検定）,2級ピアノ調律技能士を名乗れない。,国家検定に合格した2級ピアノ調律技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-4337,名称独占（技能検定）,2級ブライダルコーディネート技能士を名乗れない。,国家検定に合格した2級ブライダルコーディネート技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-4329,名称独占（技能検定）,2級レストランサービス技能士を名乗れない。,国家検定に合格した2級レストランサービス技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-4335,名称独占（技能検定）,2級着付け技能士を名乗れない。,国家検定に合格した2級着付け技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-4310,名称独占（技能検定）,2級舞台機構調整技能士を名乗れない。,国家検定に合格した2級舞台機構調整技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-4333,名称独占（技能検定）,3級ピアノ調律技能士を名乗れない。,国家検定に合格した3級ピアノ調律技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-4338,名称独占（技能検定）,3級ブライダルコーディネート技能士を名乗れない。,国家検定に合格した3級ブライダルコーディネート技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-4330,名称独占（技能検定）,3級レストランサービス技能士を名乗れない。,国家検定に合格した3級レストランサービス技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-4311,名称独占（技能検定）,3級舞台機構調整技能士を名乗れない。,国家検定に合格した3級舞台機構調整技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-4320,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,アロマテラピー検定1級として専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-4321,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,アロマテラピー検定2級として専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-4305,国家資格,この資格がないと、クリーニング師としての専門性を公的に示しにくい。,クリーニング師として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4317,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,ネイリスト技能検定試験1級として専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-4318,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,ネイリスト技能検定試験2級として専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-4319,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,ネイリスト技能検定試験3級として専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-9056,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,整理収納アドバイザーとして専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-4301,国家資格,この資格がないと、理容師としての専門性を公的に示しにくい。,理容師として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4302,国家資格,この資格がないと、管理理容師としての専門性を公的に示しにくい。,管理理容師として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4304,国家資格,この資格がないと、管理美容師としての専門性を公的に示しにくい。,管理美容師として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-9066,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,サービス接遇検定として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-6708,業務独占,クレーン・デリック運転士(クレーン限定)に相当する運転業務に就けない。,クレーン・デリック運転士(クレーン限定)として対象の機械・車両を運転できる。,,就業制限（業務独占）は労働安全衛生法・関係法令に基づく。
c-6717,国家資格,この資格がないと、ショベルローダー等運転技能者としての専門性を公的に示しにくい。,ショベルローダー等運転技能者として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-6705,業務独占,ボイラー取扱作業主任者になれず、その作業の作業主任者を選任できない。,ボイラー取扱作業主任者として作業の直接指揮・安全装置の点検など安全管理を担える。,,独占業務（作業主任者の選任）は労働安全衛生法に基づく。
c-6704,国家資格,この資格がないと、ボイラー整備士としての専門性を公的に示しにくい。,ボイラー整備士として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-6707,業務独占,乾燥設備作業主任者になれず、その作業の作業主任者を選任できない。,乾燥設備作業主任者として作業の直接指揮・安全装置の点検など安全管理を担える。,,独占業務（作業主任者の選任）は労働安全衛生法に基づく。
c-6720,業務独占,床上運転式クレーン限定運転士に相当する運転業務に就けない。,床上運転式クレーン限定運転士として対象の機械・車両を運転できる。,,就業制限（業務独占）は労働安全衛生法・関係法令に基づく。
c-3401,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,秘書検定1級として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-3402,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,秘書検定2級として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-3403,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,秘書検定3級として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-9023,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,実用数学技能検定(数学検定)として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-3511,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,日本漢字能力検定1級として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-3512,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,日本漢字能力検定2級として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-3324,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,TOEIC(470点~)として専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-3323,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,TOEIC(600点~)として専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-3322,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,TOEIC(730点~)として専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-3307,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,実用英語技能検定1級として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-3309,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,実用英語技能検定2級として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-3308,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,実用英語技能検定準1級として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-3335,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,日商ビジネス英語検定1級として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-3336,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,日商ビジネス英語検定2級として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-3337,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,日商ビジネス英語検定3級として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-9045,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,BJTビジネス日本語能力テストとして公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-9044,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,IELTSとして専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-9043,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,TOEFL iBTとして専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-9042,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,ドイツ語技能検定として専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-9039,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,ハングル能力検定として専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-9037,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,中国語検定として専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-9041,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,実用フランス語技能検定(仏検)として専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-9011,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,実用英語技能検定3級として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-9012,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,実用英語技能検定4級として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-9013,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,実用英語技能検定5級として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-9010,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,実用英語技能検定準2級として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-9014,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,日本語能力試験(JLPT)として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-9038,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,漢語水平考試(HSK)として専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-9040,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,韓国語能力試験(TOPIK)として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-9057,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,愛玩動物飼養管理士として専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-1006,名称独占,技術士(森林部門)を名乗れない。,技術士(森林部門)として高度な専門技術者であることを公的に示せる。,,名称独占は技術士法に基づく。
c-1007,名称独占,技術士(水産部門)を名乗れない。,技術士(水産部門)として高度な専門技術者であることを公的に示せる。,,名称独占は技術士法に基づく。
c-1005,名称独占,技術士(農業部門)を名乗れない。,技術士(農業部門)として高度な専門技術者であることを公的に示せる。,,名称独占は技術士法に基づく。
c-4601,名称独占（技能検定）,1級造園技能士を名乗れない。,国家検定に合格した1級造園技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-4602,名称独占（技能検定）,2級造園技能士を名乗れない。,国家検定に合格した2級造園技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-4603,名称独占（技能検定）,3級造園技能士を名乗れない。,国家検定に合格した3級造園技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-9017,国家資格,この資格がないと、一等無人航空機操縦士としての専門性を公的に示しにくい。,一等無人航空機操縦士として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-9018,国家資格,この資格がないと、二等無人航空機操縦士としての専門性を公的に示しにくい。,二等無人航空機操縦士として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4821,国家資格,この資格がないと、5トン限定中型自動車第二種免許としての専門性を公的に示しにくい。,5トン限定中型自動車第二種免許として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4823,国家資格,この資格がないと、5トン限定準中型自動車免許としての専門性を公的に示しにくい。,5トン限定準中型自動車免許として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4819,国家資格,この資格がないと、8トン限定中型自動車免許としての専門性を公的に示しにくい。,8トン限定中型自動車免許として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4820,国家資格,この資格がないと、8トン限定中型自動車第二種免許としての専門性を公的に示しにくい。,8トン限定中型自動車第二種免許として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4815,国家資格,この資格がないと、不整地運搬車運転技能者としての専門性を公的に示しにくい。,不整地運搬車運転技能者として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4817,国家資格,この資格がないと、中型自動車免許としての専門性を公的に示しにくい。,中型自動車免許として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4818,国家資格,この資格がないと、中型自動車第二種免許としての専門性を公的に示しにくい。,中型自動車第二種免許として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4810,国家資格,この資格がないと、原動機付自転車免許としての専門性を公的に示しにくい。,原動機付自転車免許として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4806,国家資格,この資格がないと、大型特殊自動車免許としての専門性を公的に示しにくい。,大型特殊自動車免許として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4807,国家資格,この資格がないと、大型特殊自動車第二種免許としての専門性を公的に示しにくい。,大型特殊自動車第二種免許として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4801,国家資格,この資格がないと、大型自動車免許としての専門性を公的に示しにくい。,大型自動車免許として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4802,国家資格,この資格がないと、大型自動車第二種免許としての専門性を公的に示しにくい。,大型自動車第二種免許として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4809,国家資格,この資格がないと、小型特殊自動車免許としての専門性を公的に示しにくい。,小型特殊自動車免許として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4803,国家資格,この資格がないと、普通自動車免許としての専門性を公的に示しにくい。,普通自動車免許として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4805,国家資格,この資格がないと、普通自動車免許(AT限定)としての専門性を公的に示しにくい。,普通自動車免許(AT限定)として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4804,国家資格,この資格がないと、普通自動車第二種免許としての専門性を公的に示しにくい。,普通自動車第二種免許として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4822,国家資格,この資格がないと、準中型自動車免許としての専門性を公的に示しにくい。,準中型自動車免許として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4811,国家資格,この資格がないと、牽引免許としての専門性を公的に示しにくい。,牽引免許として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4812,国家資格,この資格がないと、牽引第二種免許としての専門性を公的に示しにくい。,牽引第二種免許として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4808,国家資格,この資格がないと、自動二輪車免許としての専門性を公的に示しにくい。,自動二輪車免許として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4907,国家資格,この資格がないと、一等航空士としての専門性を公的に示しにくい。,一等航空士として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4908,国家資格,この資格がないと、二等航空士としての専門性を公的に示しにくい。,二等航空士として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4901,国家資格,この資格がないと、定期運送用操縦士としての専門性を公的に示しにくい。,定期運送用操縦士として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4909,国家資格,この資格がないと、航空機関士としての専門性を公的に示しにくい。,航空機関士として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-5011,国家資格,この資格がないと、国内電信級陸上特殊無線技士としての専門性を公的に示しにくい。,国内電信級陸上特殊無線技士として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-5002,国家資格,この資格がないと、第2級総合無線通信士としての専門性を公的に示しにくい。,第2級総合無線通信士として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-5003,国家資格,この資格がないと、第3級総合無線通信士としての専門性を公的に示しにくい。,第3級総合無線通信士として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-5010,国家資格,この資格がないと、第三級陸上特殊無線技士としての専門性を公的に示しにくい。,第三級陸上特殊無線技士として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-5007,名称独占,第二級陸上無線技術士を名乗れない。,第二級陸上無線技術士として高度な専門技術者であることを公的に示せる。,,名称独占は技術士法に基づく。
c-5009,国家資格,この資格がないと、第二級陸上特殊無線技士としての専門性を公的に示しにくい。,第二級陸上特殊無線技士として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-5005,国家資格,この資格がないと、航空特殊無線技士としての専門性を公的に示しにくい。,航空特殊無線技士として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-6812,名称独占（技能検定）,1級情報配線施工技能士を名乗れない。,国家検定に合格した1級情報配線施工技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6813,名称独占（技能検定）,2級情報配線施工技能士を名乗れない。,国家検定に合格した2級情報配線施工技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6814,名称独占（技能検定）,3級情報配線施工技能士を名乗れない。,国家検定に合格した3級情報配線施工技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6801,国家資格,この資格がないと、工事担任者AI第1種としての専門性を公的に示しにくい。,工事担任者AI第1種として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-6803,国家資格,この資格がないと、工事担任者AI第3種としての専門性を公的に示しにくい。,工事担任者AI第3種として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-6804,国家資格,この資格がないと、工事担任者DD第1種としての専門性を公的に示しにくい。,工事担任者DD第1種として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-6806,国家資格,この資格がないと、工事担任者DD第3種としての専門性を公的に示しにくい。,工事担任者DD第3種として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-9064,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,コーヒーインストラクターとして専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-4413,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,ソムリエとして専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-9059,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,唎酒師(ききさけし)として専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-9058,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,家庭料理技能検定(料検)として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-4402,名称独占（技能検定）,専門調理師・調理技能士を名乗れない。,国家検定に合格した専門調理師・調理技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-9061,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,日本茶インストラクターとして専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-9060,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,日本酒検定として専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-4414,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,野菜ソムリエとして専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-9028,民間資格,この資格がないと、この分野の専門知識・スキルを客観的に示しにくい。,食生活アドバイザーとして専門知識・スキルを示せ、関連分野の就職・実務で評価される。,,業務独占・必置ではない（民間資格）。
c-6012,名称独占（技能検定）,1級みそ製造技能士を名乗れない。,国家検定に合格した1級みそ製造技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6008,名称独占（技能検定）,1級ハム・ソーセージ・ベーコン製造技能士を名乗れない。,国家検定に合格した1級ハム・ソーセージ・ベーコン製造技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6002,名称独占（技能検定）,1級パン製造技能士を名乗れない。,国家検定に合格した1級パン製造技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
