slug,hellowork_code,name,name_raw,category,major_category,scope,is_bucket,is_duplicate,type,type_confidence,type_reason,authority,official_url,eligibility,exam_format,fee,pass_rate,frequency,difficulty,related_slugs,source_checked_at,status
c-6710,6710,小型移動式クレーン運転技能者,小型移動式クレーン運転技能者,定置・建設機械の運転,設備・プラント・機械運転,domestic,0,0,国家,high,労働安全衛生法の技能講習(国家資格),都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(保有資格・実務経験により講習時間が短縮される場合あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね2〜5万円),,登録教習機関により随時開催,,,2026-06-18,published
c-6711,6711,床上操作式クレーン運転技能者,床上操作式クレーン運転技能者,定置・建設機械の運転,設備・プラント・機械運転,domestic,0,0,国家,high,労働安全衛生法の技能講習(国家資格),都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(保有資格・実務経験により講習時間が短縮される場合あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね2〜5万円),,登録教習機関により随時開催,,,2026-06-18,published
c-6713,6713,揚貨装置運転士,揚貨装置運転士,定置・建設機械の運転,設備・プラント・機械運転,domestic,0,0,国家,high,国家資格(法律に基づく),,,,,,,,,,,seed
c-6714,6714,車両系建設機械(基礎工事用)運転技能者,車両系建設機械（基礎工事用）運転技能者,定置・建設機械の運転,設備・プラント・機械運転,domestic,0,0,国家,high,労働安全衛生法の技能講習(国家資格),都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(保有資格・実務経験により講習時間が短縮される場合あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね2〜5万円),,登録教習機関により随時開催,,,2026-06-18,published
c-6715,6715,車両系建設機械(整地・運搬・積込用及び掘削用)運転技能者,車両系建設機械（整地・運搬・積込用及び掘削用）運転技能者,定置・建設機械の運転,設備・プラント・機械運転,domestic,0,0,国家,high,労働安全衛生法の技能講習(国家資格),都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(保有資格・実務経験により講習時間が短縮される場合あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね2〜5万円),,登録教習機関により随時開催,,,2026-06-18,published
c-6716,6716,車両系建設機械(解体用)運転技能者,車両系建設機械（解体用）運転技能者,定置・建設機械の運転,設備・プラント・機械運転,domestic,0,0,国家,high,労働安全衛生法の技能講習(国家資格),都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(保有資格・実務経験により講習時間が短縮される場合あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね2〜5万円),,登録教習機関により随時開催,,,2026-06-18,published
c-6717,6717,ショベルローダー等運転技能者,ショベルローダー等運転技能者,定置・建設機械の運転,設備・プラント・機械運転,domestic,0,0,国家,high,労働安全衛生法の技能講習(国家資格),都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(保有資格・実務経験により講習時間が短縮される場合あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね2〜5万円),,登録教習機関により随時開催,,,2026-06-18,published
c-6718,6718,玉掛技能者,玉掛技能者,定置・建設機械の運転,設備・プラント・機械運転,domestic,0,0,国家,high,労働安全衛生法の技能講習(国家資格),,,,,,,,,,,seed
c-6719,6719,クレーン・デリック運転士(限定なし),クレーン・デリック運転士（限定なし）,定置・建設機械の運転,設備・プラント・機械運転,domestic,0,0,国家,high,免許(国家資格),公益財団法人 安全衛生技術試験協会,https://www.exam.or.jp/introduction/h_shokai250/,学科は誰でも受験可(免許交付・実技に要件あり),学科＋実技。学科は各科目40%以上かつ合計60%以上で合格。実技は減点合計40点以下で合格(登録教習機関の実技教習修了で実技免除),"学科8,800円/実技14,000円",68.2%(令和6年度・学科),全国の安全衛生技術センターで定期実施,,,2026-06-18,published
c-6720,6720,床上運転式クレーン限定運転士,床上運転式クレーン限定運転士,定置・建設機械の運転,設備・プラント・機械運転,domestic,0,0,国家,high,免許(国家資格),,,,,,,,,,,seed
c-6799,6799,その他の定置・建設機械の運転関係資格,その他の定置・建設機械の運転関係資格,定置・建設機械の運転,設備・プラント・機械運転,domestic,1,0,,,バケット(その他の…),,,,,,,,,,,seed
c-6801,6801,工事担任者AI第1種,工事担任者ＡＩ第１種,電気工事,電気・通信,domestic,0,0,国家,high,電気通信事業法の工事担任者(国家資格),一般財団法人 日本データ通信協会 電気通信国家試験センター,https://www.dekyo.or.jp/shiken/charge/,受験資格なし(誰でも受験可),3科目(基礎・技術及び理論・法規)・定期試験・科目免除あり。現行名称:第一級アナログ通信,"14,600円",,定期試験 年2回,,,2026-06-18,published
c-6802,6802,工事担任者AI第2種,工事担任者ＡＩ第２種,電気工事,電気・通信,domestic,0,0,国家,high,電気通信事業法の工事担任者(国家資格),,,,,,,,,,,seed
c-6803,6803,工事担任者AI第3種,工事担任者ＡＩ第３種,電気工事,電気・通信,domestic,0,0,国家,high,電気通信事業法の工事担任者(国家資格),一般財団法人 日本データ通信協会 電気通信国家試験センター,https://www.dekyo.or.jp/shiken/charge/,受験資格なし(誰でも受験可),3科目(基礎・技術及び理論・法規)・CBT・科目免除あり。現行名称:第二級アナログ通信,"9,800円",,CBT通年(年末年始除く),,,2026-06-18,published
c-6804,6804,工事担任者DD第1種,工事担任者ＤＤ第１種,電気工事,電気・通信,domestic,0,0,国家,high,電気通信事業法の工事担任者(国家資格),一般財団法人 日本データ通信協会 電気通信国家試験センター,https://www.dekyo.or.jp/shiken/charge/,受験資格なし(誰でも受験可),3科目(基礎・技術及び理論・法規)・定期試験・科目免除あり。現行名称:第一級デジタル通信,"14,600円",,定期試験 年2回,,,2026-06-18,published
c-6805,6805,工事担任者DD第2種,工事担任者ＤＤ第２種,電気工事,電気・通信,domestic,0,0,国家,high,電気通信事業法の工事担任者(国家資格),,,,,,,,,,,seed
c-6806,6806,工事担任者DD第3種,工事担任者ＤＤ第３種,電気工事,電気・通信,domestic,0,0,国家,high,電気通信事業法の工事担任者(国家資格),一般財団法人 日本データ通信協会 電気通信国家試験センター,https://www.dekyo.or.jp/shiken/charge/,受験資格なし(誰でも受験可),3科目(基礎・技術及び理論・法規)・CBT・科目免除あり。現行名称:第二級デジタル通信,"9,800円",,CBT通年(年末年始除く),,,2026-06-18,published
c-6807,6807,工事担任者AI・DD総合種,工事担任者ＡＩ・ＤＤ総合種,電気工事,電気・通信,domestic,0,0,国家,high,電気通信事業法の工事担任者(国家資格),一般財団法人 日本データ通信協会 電気通信国家試験センター,https://www.dekyo.or.jp/shiken/charge/,受験資格なし(誰でも受験可),基礎・技術及び理論・法規の3科目(各100点・60点以上)。科目免除制度あり。現行名称は「総合通信」,"14,600円",20.7%(令和5年度・総合通信),定期試験 年2回(5月・11月),,,2026-06-18,published
c-6808,6808,第一種電気工事士,第一種電気工事士,電気工事,電気・通信,domestic,0,0,国家,high,電気工事士(国家資格),一般財団法人 電気技術者試験センター,https://www.shiken.or.jp/,受験資格なし(免状交付には実務経験が必要),学科(CBT・五肢択一)＋技能(実技),"10,900円(ネット申込・年度改定あり)",学科59.3%(令和6年度上期),年2回(上期・下期),,,2026-06-18,published
c-6809,6809,第二種電気工事士,第二種電気工事士,電気工事,電気・通信,domestic,0,0,国家,high,電気工事士(国家資格),一般財団法人 電気技術者試験センター,https://www.shiken.or.jp/,受験資格なし(誰でも受験可),学科(CBT/筆記・五肢択一)＋技能(実技),"9,300円〜(ネット申込・年度改定あり)",技能69.5%(令和6年度下期),年2回(上期・下期),,,2026-06-18,published
c-6810,6810,CATV技術者,ＣＡＴＶ技術者,電気工事,電気・通信,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-6811,6811,配電制御システム検査技士(1~2級),配電制御システム検査技士（１～２級）,電気工事,電気・通信,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-6812,6812,1級情報配線施工技能士,１級情報配線施工技能士,電気工事,電気・通信,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-6813,6813,2級情報配線施工技能士,２級情報配線施工技能士,電気工事,電気・通信,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-6814,6814,3級情報配線施工技能士,３級情報配線施工技能士,電気工事,電気・通信,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,受検資格なし(実務経験不問),学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-6899,6899,その他の電気工事関係資格,その他の電気工事関係資格,電気工事,電気・通信,domestic,1,0,,,バケット(その他の…),,,,,,,,,,,seed
c-6901,6901,採石のための掘削作業主任者,採石のための掘削作業主任者,採鉱・採掘,土木・測量・建設,domestic,0,0,国家,high,労働安全衛生法の作業主任者,都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(一部に実務経験・関連資格の要件あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね1〜2万円),,登録教習機関により随時開催,,,2026-06-18,published
c-6902,6902,採石業務管理者,採石業務管理者,採鉱・採掘,土木・測量・建設,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-6903,6903,砂利採取業務主任者,砂利採取業務主任者,採鉱・採掘,土木・測量・建設,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-6904,6904,地山の掘削及び土止め支保工作業主任者,地山の掘削及び土止め支保工作業主任者,採鉱・採掘,土木・測量・建設,domestic,0,0,国家,high,労働安全衛生法の作業主任者,都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(一部に実務経験・関連資格の要件あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね1〜2万円),,登録教習機関により随時開催,,,2026-06-18,published
c-6905,6905,地山の掘削及び土止め支保工作業主任者,地山の掘削及び土止め支保工作業主任者,採鉱・採掘,土木・測量・建設,domestic,0,1,国家,high,労働安全衛生法の作業主任者,,,,,,,,,,,seed
c-6906,6906,ずい道等の掘削等作業主任者,ずい道等の掘削等作業主任者,採鉱・採掘,土木・測量・建設,domestic,0,0,国家,high,労働安全衛生法の作業主任者,都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(一部に実務経験・関連資格の要件あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね1〜2万円),,登録教習機関により随時開催,,,2026-06-18,published
c-6907,6907,ずい道等の覆工作業主任者,ずい道等の覆工作業主任者,採鉱・採掘,土木・測量・建設,domestic,0,0,国家,high,労働安全衛生法の作業主任者,都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(一部に実務経験・関連資格の要件あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね1〜2万円),,登録教習機関により随時開催,,,2026-06-18,published
c-6908,6908,1級さく井技能士,１級さく井技能士,採鉱・採掘,土木・測量・建設,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-6909,6909,2級さく井技能士,２級さく井技能士,採鉱・採掘,土木・測量・建設,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-6999,6999,その他の採鉱・採掘関係資格,その他の採鉱・採掘関係資格,採鉱・採掘,土木・測量・建設,domestic,1,0,,,バケット(その他の…),,,,,,,,,,,seed
c-7001,7001,1級建築大工技能士,１級建築大工技能士,建築工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7002,7002,2級建築大工技能士,２級建築大工技能士,建築工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7003,7003,木造建築物の組立て等作業主任者,木造建築物の組立て等作業主任者,建築工事,建築・設備,domestic,0,0,国家,high,労働安全衛生法の作業主任者,都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(一部に実務経験・関連資格の要件あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね1〜2万円),,登録教習機関により随時開催,,,2026-06-18,published
c-7004,7004,枠組壁建築技能士,枠組壁建築技能士,建築工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験等の要件あり(等級区分なし),学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7005,7005,1級かわらぶき技能士,１級かわらぶき技能士,建築工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7006,7006,2級かわらぶき技能士,２級かわらぶき技能士,建築工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7007,7007,1級とび技能士,１級とび技能士,建築工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7008,7008,2級とび技能士,２級とび技能士,建築工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7009,7009,3級とび技能士,３級とび技能士,建築工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,受検資格なし(実務経験不問),学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7010,7010,1級左官技能士,１級左官技能士,建築工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7011,7011,2級左官技能士,２級左官技能士,建築工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7013,7013,1級築炉技能士,１級築炉技能士,建築工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7014,7014,2級築炉技能士,２級築炉技能士,建築工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7015,7015,1級ブロック建築技能士,１級ブロック建築技能士,建築工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7016,7016,2級ブロック建築技能士,２級ブロック建築技能士,建築工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7017,7017,エーエルシーパネル施工技能士,エーエルシーパネル施工技能士,建築工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験等の要件あり(等級区分なし),学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7018,7018,1級タイル張り技能士,１級タイル張り技能士,建築工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7019,7019,2級タイル張り技能士,２級タイル張り技能士,建築工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7020,7020,1級型枠施工技能士,１級型枠施工技能士,建築工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7021,7021,2級型枠施工技能士,２級型枠施工技能士,建築工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7022,7022,型枠支保工の組立て等作業主任者,型枠支保工の組立て等作業主任者,建築工事,建築・設備,domestic,0,0,国家,high,労働安全衛生法の作業主任者,都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(一部に実務経験・関連資格の要件あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね1〜2万円),,登録教習機関により随時開催,,,2026-06-18,published
c-7023,7023,1級鉄筋施工技能士,１級鉄筋施工技能士,建築工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7024,7024,2級鉄筋施工技能士,２級鉄筋施工技能士,建築工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7025,7025,建築物等の鉄骨の組立て等作業主任者,建築物等の鉄骨の組立て等作業主任者,建築工事,建築・設備,domestic,0,0,国家,high,労働安全衛生法の作業主任者,都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(一部に実務経験・関連資格の要件あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね1〜2万円),,登録教習機関により随時開催,,,2026-06-18,published
c-7026,7026,足場の組立て等作業主任者,足場の組立て等作業主任者,建築工事,建築・設備,domestic,0,0,国家,high,労働安全衛生法の作業主任者,都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(一部に実務経験・関連資格の要件あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね1〜2万円),,登録教習機関により随時開催,,,2026-06-18,published
c-7029,7029,コンクリート造の工作物の解体等作業主任者,コンクリート造の工作物の解体等作業主任者,建築工事,建築・設備,domestic,0,0,国家,high,労働安全衛生法の作業主任者,都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(一部に実務経験・関連資格の要件あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね1〜2万円),,登録教習機関により随時開催,,,2026-06-18,published
c-7030,7030,コンクリート橋架設等作業主任者,コンクリート橋架設等作業主任者,建築工事,建築・設備,domestic,0,0,国家,high,労働安全衛生法の作業主任者,都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(一部に実務経験・関連資格の要件あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね1〜2万円),,登録教習機関により随時開催,,,2026-06-18,published
c-7031,7031,鋼橋架設等作業主任者,鋼橋架設等作業主任者,建築工事,建築・設備,domestic,0,0,国家,high,労働安全衛生法の作業主任者,都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(一部に実務経験・関連資格の要件あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね1〜2万円),,登録教習機関により随時開催,,,2026-06-18,published
c-7032,7032,基礎施工士,基礎施工士,建築工事,建築・設備,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-7033,7033,圧入施工技士(1~2級),圧入施工技士（１～２級）,建築工事,建築・設備,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-7034,7034,解体工事施工技士,解体工事施工技士,建築工事,建築・設備,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-7099,7099,その他の建設工事関係資格,その他の建設工事関係資格,建築工事,建築・設備,domestic,1,0,,,バケット(その他の…),,,,,,,,,,,seed
c-7102,7102,空気調和・衛生工学会設備士,空気調和・衛生工学会設備士,設備・内装工事,建築・設備,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),公益社団法人 空気調和・衛生工学会,https://www.shasej.org/setsubishiweb/setubishi.html,学歴に応じた実務経験(理科系大学卒は実務不要 等),学科(マークシート)＋設計製図,"9,900円(税込・1部門)",空調29.9%/衛生28.7%(令和4年度),年1回,,,2026-06-18,published
c-7103,7103,1級冷凍空気調和機器施工技能士,１級冷凍空気調和機器施工技能士,設備・内装工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務7年以上、または2級合格後2年以上 等,学科＋実技(学科65点・実技60点以上で合格),"学科3,100円/実技18,200円(標準額)",,年1回,,,2026-06-18,published
c-7104,7104,2級冷凍空気調和機器施工技能士,２級冷凍空気調和機器施工技能士,設備・内装工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務2年以上 等,学科＋実技(学科65点・実技60点以上で合格),"学科3,100円/実技18,200円(標準額)",,年1回,,,2026-06-18,published
